tv_symbol,grade,signal_week,sig_ctl_pct,sig_body_frac,sig_range_pct,entry_date,entry,stop,risk_pct,ext_vs_sma,crs_rank,exit_date,exit_px,pct_move,R,mfe_pct,mfe_R,mae_pct,reason,weeks_held,split_flag
NSE:HINDUNILVR,A,2018-11-09,3.74,0.54,4.35,2018-11-12,1477.25,1422.47,3.71,9.72,0.1,2018-12-24,1602.71,8.49,2.14,11.81,3.19,-2.12,blowoff_half,6.0,
NSE:AIAENG,A,2018-11-09,4.22,0.19,6.27,2018-11-12,1677.09,1608.14,4.11,11.47,0.13,2018-11-26,1509.43,-10.0,-2.43,0.18,0.04,-12.51,stop,2.0,
NSE:ICICIGI,A,2018-11-09,3.04,0.19,5.2,2018-11-12,806.61,784.15,2.78,8.28,0.11,2018-11-26,772.47,-4.23,-1.52,1.21,0.43,-6.35,stop,2.0,
NSE:BERGEPAINT,A,2018-11-16,6.58,0.29,11.23,2018-11-19,255.03,238.62,6.43,11.79,0.11,2019-02-18,234.19,-8.17,-1.27,8.78,1.37,-10.03,stop,13.0,
NSE:RADICO,A,2018-11-16,10.61,0.74,16.11,2018-11-19,428.33,385.5,10.0,13.41,0.13,2018-12-10,372.51,-13.03,-1.3,1.58,0.16,-16.48,stop,3.0,
NSE:BAJFINANCE,B,2018-11-16,7.04,0.15,8.24,2018-11-20,229.32,216.53,5.58,9.03,0.09,2019-03-25,271.89,18.56,2.66,25.28,4.53,-1.39,blowoff_half,17.9,
NSE:ASTRAL,A,2018-11-22,4.49,0.38,5.55,2018-11-26,466.3,447.88,3.95,8.77,0.1,2019-01-28,456.29,-2.15,0.73,15.46,3.91,-2.77,trail,9.0,
NSE:BRITANNIA,A,2018-11-22,2.79,0.09,3.76,2018-11-26,2681.64,2594.08,3.27,6.74,0.07,2019-02-11,2771.36,3.35,1.51,9.84,3.01,-2.95,blowoff_half,11.0,
NSE:VMART,A,2018-11-30,11.95,0.56,21.43,2018-12-03,676.73,609.05,10.0,18.03,0.14,2019-01-14,578.84,-14.47,-1.45,4.76,0.48,-17.31,stop,6.0,
NSE:APLLTD,A,2018-11-30,10.39,0.74,15.65,2018-12-03,576.0,518.4,10.0,15.07,0.11,2019-02-11,513.93,-10.78,-1.08,1.11,0.11,-12.65,stop,10.0,
NSE:INFY,A,2018-12-07,2.67,0.41,3.57,2018-12-10,545.68,541.32,0.8,6.45,0.08,2018-12-24,535.17,-1.93,-0.21,6.54,8.18,-3.95,stop_half,2.0,
NSE:KOTAKBANK,A,2018-12-07,8.48,0.23,14.93,2018-12-10,247.65,233.13,5.86,3.0,0.05,2019-09-03,284.61,14.92,2.27,25.06,4.27,-5.88,trail,38.1,
NSE:LTTS,A,2018-12-14,8.24,0.66,10.87,2018-12-17,1498.3,1368.89,8.64,15.56,0.14,2019-02-18,1345.18,-10.22,-1.18,6.98,0.81,-11.25,stop,9.0,
NSE:DABUR,A,2018-12-14,10.82,0.72,12.7,2018-12-17,415.67,374.11,10.0,14.9,0.13,2019-04-30,373.08,-10.25,-1.02,4.54,0.45,-11.32,stop,19.1,
NSE:ASIANPAINT,A,2018-12-21,4.37,0.45,8.01,2018-12-24,1299.27,1242.68,4.36,9.34,0.09,2019-05-13,1255.32,-3.38,0.61,10.22,2.35,-5.32,trail,20.0,
NSE:GLAXO,A,2018-12-21,4.69,0.55,8.45,2018-12-24,1186.95,1127.64,5.0,6.41,0.05,2019-02-18,1117.37,-5.86,-1.17,4.83,0.97,-8.14,stop,8.0,
NSE:BAJAJFINSV,A,2018-12-21,4.88,0.41,7.44,2018-12-24,633.54,602.59,4.89,7.78,0.07,2019-02-18,604.48,-4.59,-0.94,3.62,0.74,-7.95,stop,8.0,
NSE:UBL,A,2018-12-21,6.4,0.52,12.03,2018-12-24,1339.19,1227.7,8.33,15.85,0.13,2019-11-04,1220.02,-8.9,-1.07,8.49,1.02,-11.22,stop,45.0,
NSE:SANOFI,A,2018-12-28,5.1,0.77,6.38,2018-12-31,4522.2,4334.79,4.14,11.19,0.11,2019-02-25,4319.66,-4.48,-1.08,5.15,1.24,-6.76,stop,8.0,
NSE:DMART,A,2018-12-28,9.28,0.25,11.2,2018-12-31,1660.0,1501.3,9.56,12.46,0.11,2019-01-21,1389.0,-16.33,-1.71,1.12,0.12,-19.1,stop,3.0,
NSE:VBL,A,2019-01-04,6.86,0.72,10.24,2019-01-07,47.04,43.6,7.31,10.82,0.1,2019-08-05,53.14,12.97,1.89,24.61,3.36,-9.4,blowoff_half,30.0,
NSE:PIDILITIND,A,2019-01-04,1.57,0.02,2.86,2019-01-07,535.76,526.11,1.8,4.13,0.03,2019-02-25,520.7,-2.81,0.22,6.36,3.53,-5.6,stop_half,7.0,
NSE:AUROPHARMA,A,2019-01-11,6.53,0.74,8.25,2019-01-14,738.21,689.94,6.54,14.39,0.13,2019-05-20,655.46,-11.21,-1.71,9.02,1.38,-14.49,stop,18.0,
NSE:COFORGE,A,2019-01-18,6.33,0.63,7.83,2019-01-21,225.95,211.23,6.51,8.74,0.06,2019-11-11,283.54,25.49,2.96,30.86,4.74,-3.99,blowoff_half,42.0,
NSE:VIPIND,A,2019-01-18,4.76,0.18,7.7,2019-01-21,497.1,473.44,4.76,11.09,0.08,2019-01-28,466.21,-6.21,-1.31,0.41,0.09,-9.05,stop,1.0,
NSE:HONAUT,B,2019-01-18,2.86,0.38,3.57,2019-01-22,21336.34,21080.15,1.2,8.19,0.08,2019-03-18,21763.81,2.0,1.67,5.84,4.86,-4.89,blowoff,7.9,
NSE:GSKCONS,A,2019-01-25,1.72,0.52,2.44,2019-01-28,7291.0,7165.0,1.73,6.87,0.06,2019-03-11,7080.0,-2.89,0.16,5.88,3.4,-4.5,stop_half,6.0,
NSE:TECHM,A,2019-02-08,8.56,0.69,11.05,2019-02-11,626.14,570.11,8.95,16.54,0.15,2019-05-27,570.42,-8.9,-0.99,4.64,0.52,-11.06,stop,15.0,
NSE:TCS,A,2019-02-08,1.86,0.42,3.7,2019-02-11,1693.59,1663.17,1.8,8.45,0.07,2019-02-25,1588.76,-6.19,-3.45,1.75,0.97,-8.68,stop,2.0,
NSE:RADICO,A,2019-02-08,3.45,0.43,6.15,2019-02-11,421.96,414.61,1.74,6.8,0.08,2019-02-18,391.63,-7.19,-4.13,1.35,0.77,-14.05,stop,1.0,
NSE:ASTRAL,A,2019-02-15,4.06,0.54,6.9,2019-02-18,504.57,486.97,3.49,9.68,0.11,2019-03-05,482.76,-4.32,-1.24,1.41,0.4,-6.79,stop,2.1,
NSE:ADANIPOWER,A,2019-02-15,15.25,0.52,20.84,2019-02-18,7.87,7.08,10.04,15.69,0.14,2019-03-11,9.94,26.3,2.32,33.29,3.32,-7.62,blowoff_half,3.0,
NSE:SUVEN,A,2019-02-15,11.66,0.46,19.19,2019-02-18,10.31,9.28,9.99,9.93,0.09,2019-07-15,11.11,7.76,1.39,27.69,2.77,-1.77,trail,21.0,
NSE:BAJAJHLDNG,A,2019-02-15,2.93,0.01,3.68,2019-02-18,2821.41,2730.73,3.21,8.96,0.09,2019-05-06,2840.24,0.67,1.1,19.92,6.2,-5.96,trail,11.0,
NSE:TEAMLEASE,A,2019-02-15,8.47,0.24,12.16,2019-02-18,2920.0,2652.8,9.15,7.39,0.08,2019-08-19,2510.0,-14.04,-1.53,9.93,1.09,-17.47,stop,26.0,
NSE:ICICIBANK,A,2019-02-22,4.12,0.57,5.15,2019-02-25,340.63,325.68,4.39,9.04,0.08,2019-03-25,374.31,9.89,2.13,13.57,3.09,-2.76,blowoff_half,4.0,
NSE:HAVELLS,A,2019-02-22,4.4,0.15,6.06,2019-02-25,664.0,632.13,4.8,10.76,0.1,2019-06-17,738.1,11.16,2.16,14.08,2.93,-1.38,blowoff_half,16.0,
NSE:PFIZER,A,2019-03-01,9.65,0.86,11.5,2019-03-05,2862.97,2586.34,9.66,16.78,0.15,2019-08-26,2552.22,-10.85,-1.12,5.24,0.54,-14.75,stop,24.9,
NSE:ASTRAL,A,2019-03-08,9.66,0.77,13.72,2019-03-11,538.38,484.54,10.0,15.47,0.12,2019-11-04,618.4,14.86,1.74,30.99,3.1,-11.82,trail,34.0,
NSE:RBLBANK,B,2019-03-08,7.16,0.87,8.36,2019-03-12,619.41,574.87,7.19,14.3,0.12,2019-07-22,482.39,-22.12,-3.08,12.24,1.7,-26.2,stop,18.9,
NSE:BAJAJFINSV,A,2019-03-15,4.56,0.8,5.92,2019-03-18,694.23,658.59,5.13,12.12,0.06,2019-07-08,846.61,21.95,3.14,23.1,4.5,-1.61,blowoff_half,16.0,
NSE:LALPATHLAB,A,2019-03-15,4.43,0.6,6.96,2019-03-18,498.45,479.27,3.85,10.92,0.06,2019-05-13,459.76,-7.76,-2.02,4.51,1.17,-8.79,stop,8.0,
NSE:JUSTDIAL,A,2019-03-15,10.19,0.5,19.53,2019-03-18,611.7,550.53,10.0,18.01,0.13,2019-07-29,710.5,16.15,1.81,34.84,3.48,-11.39,trail,19.0,
NSE:CUB,A,2019-03-22,6.01,0.92,6.68,2019-03-25,143.87,135.6,5.75,12.01,0.07,2020-02-17,159.02,10.53,1.92,24.99,4.35,-9.17,trail,47.0,
NSE:JUBLFOOD,A,2019-03-22,5.97,0.8,6.91,2019-03-25,281.4,264.32,6.07,9.3,0.04,2019-04-30,263.64,-6.31,-1.04,3.89,0.64,-8.71,stop,5.1,
NSE:SBIN,A,2019-03-28,8.4,0.53,16.24,2019-04-01,291.67,264.84,9.2,14.08,0.07,2019-08-13,263.67,-9.6,-1.04,16.16,1.76,-12.21,stop,19.1,
NSE:AARTIIND,A,2019-03-28,7.57,0.57,10.95,2019-04-01,377.19,341.05,9.58,16.13,0.06,2020-03-02,484.74,28.51,2.49,39.59,4.13,-7.74,blowoff_half,48.0,
NSE:EIHOTEL,B,2019-03-28,8.53,0.69,11.06,2019-04-04,192.02,177.76,7.43,13.64,0.08,2019-05-13,166.2,-13.45,-1.81,2.26,0.3,-17.96,stop,5.6,
NSE:HONAUT,A,2019-04-05,5.39,0.8,5.94,2019-04-08,22926.32,21701.63,5.34,10.94,0.03,2019-07-22,21863.1,-4.64,-0.87,19.79,3.7,-5.41,wk20,15.0,
NSE:WIPRO,A,2019-04-05,2.73,0.68,3.51,2019-04-08,121.05,117.04,3.31,10.26,0.01,2019-05-06,133.08,9.94,2.5,13.56,4.09,-1.12,blowoff_half,4.0,
NSE:BERGEPAINT,A,2019-04-05,2.89,0.82,3.61,2019-04-08,270.23,261.06,3.39,8.67,0.01,2019-04-30,259.05,-4.14,-1.22,0.3,0.09,-6.5,stop,3.1,
NSE:RELAXO,A,2019-04-05,8.86,0.8,10.96,2019-04-08,411.24,376.97,8.33,10.44,0.04,2019-11-11,538.12,30.85,2.85,50.04,6.01,-9.28,blowoff_half,31.0,
NSE:3MINDIA,A,2019-04-12,6.66,0.43,7.61,2019-04-15,23039.17,21497.16,6.69,11.1,0.04,2019-05-06,21149.66,-8.2,-1.23,2.58,0.39,-10.04,stop,3.0,
NSE:TCS,A,2019-04-18,5.07,0.7,5.63,2019-04-22,1765.93,1677.96,4.98,9.04,0.02,2019-10-14,1657.28,-6.15,-1.24,8.02,1.61,-9.45,stop,25.0,
NSE:LTTS,A,2019-04-26,4.2,0.53,6.99,2019-04-30,1585.53,1512.94,4.58,11.37,0.02,2019-07-15,1494.1,-5.77,-1.26,4.68,1.02,-7.16,stop,10.9,
NSE:DCMSHRIRAM,A,2019-04-26,7.24,0.48,9.95,2019-04-30,387.68,356.83,7.96,14.28,0.05,2019-06-10,478.48,23.42,2.47,50.31,6.32,-1.6,trail,5.9,
NSE:VMART,A,2019-05-03,2.83,0.72,4.06,2019-05-06,676.74,676.69,0.01,5.36,0.02,2019-05-13,644.24,-4.8,-650.92,4.2,568.82,-13.1,stop,1.0,
NSE:GRINDWELL,A,2019-05-17,5.23,0.14,6.28,2019-05-20,565.59,532.51,5.85,12.41,0.07,2019-07-29,517.14,-8.57,-1.46,1.21,0.21,-11.48,stop,10.0,
NSE:JBCHEPHARM,A,2019-05-24,10.98,0.85,13.13,2019-05-27,171.93,154.74,10.0,18.34,0.09,2020-02-03,231.24,34.5,2.72,39.76,3.98,-15.08,blowoff_half,36.0,
NSE:ORIENTBANK,A,2019-05-24,9.74,0.71,11.72,2019-05-27,101.0,91.75,9.16,14.95,0.07,2019-06-10,92.5,-8.42,-0.92,5.89,0.64,-11.14,stop,2.0,
NSE:INDHOTEL,A,2019-05-31,5.82,0.31,6.96,2019-06-03,149.05,139.62,6.33,13.04,0.03,2019-06-17,139.14,-6.65,-1.05,0.26,0.04,-8.3,stop,2.0,
NSE:PETRONET,A,2019-05-31,2.57,0.46,4.18,2019-06-03,180.62,174.6,3.33,10.47,0.01,2019-06-10,173.22,-4.1,-1.23,0.32,0.1,-5.9,stop,1.0,
NSE:APOLLOHOSP,A,2019-06-07,11.1,0.95,13.11,2019-06-10,1371.67,1234.5,10.0,17.38,0.08,2020-03-02,1724.6,25.73,2.29,30.06,3.01,-8.93,blowoff_half,38.0,
NSE:VOLTAS,B,2019-06-07,6.35,0.76,7.09,2019-06-12,591.43,554.49,6.25,8.16,0.02,2019-11-04,672.2,13.66,2.09,18.46,2.96,-8.98,blowoff_half,20.7,
NSE:LALPATHLAB,A,2019-06-14,5.34,0.41,10.2,2019-06-17,517.16,485.66,6.09,10.06,0.03,2019-11-04,693.95,34.18,3.81,52.97,8.7,-5.55,blowoff_half,20.0,
NSE:RAJESHEXPO,A,2019-06-14,3.73,0.75,4.86,2019-06-17,679.46,651.69,4.09,9.86,0.03,2020-03-02,665.59,-2.04,-0.5,14.29,3.5,-6.58,wk20,37.0,
NSE:ADANIPOWER,A,2019-06-14,4.43,0.23,8.85,2019-06-17,9.7,9.27,4.43,11.08,0.01,2019-08-13,12.1,24.74,3.79,41.75,9.42,-8.66,trail,8.1,
NSE:CHAMBLFERT,A,2019-06-21,4.76,0.37,8.1,2019-06-24,145.09,139.87,3.6,8.61,0.04,2019-07-15,136.46,-5.95,-1.65,10.6,2.95,-9.93,stop,3.0,
NSE:PRAJIND,A,2019-06-21,7.41,0.27,10.9,2019-06-24,126.55,116.88,7.64,13.1,0.04,2019-07-15,117.91,-6.83,-0.89,3.32,0.43,-11.93,stop,3.0,
NSE:OBEROIRLTY,A,2019-06-21,9.15,0.71,10.96,2019-06-24,542.57,491.53,9.41,17.21,0.1,2019-08-26,458.61,-15.47,-1.64,15.21,1.62,-18.91,stop,9.0,
NSE:GSKCONS,A,2019-07-05,1.52,0.24,2.71,2019-07-08,7759.95,7666.85,1.2,6.2,0.0,2019-07-15,7421.0,-4.37,-3.64,0.49,0.41,-5.26,stop,1.0,
NSE:FLFL,B,2019-07-05,4.77,0.04,6.25,2019-07-09,474.82,454.03,4.38,11.02,0.05,2019-07-22,441.0,-7.12,-1.63,0.52,0.12,-9.96,stop,1.9,
NSE:KAJARIACER,A,2019-07-12,3.06,0.22,4.5,2019-07-15,533.71,514.85,3.53,10.34,0.04,2019-07-22,490.26,-8.14,-2.3,2.48,0.7,-9.11,stop,1.0,
NSE:PETRONET,A,2019-07-12,3.4,0.08,5.11,2019-07-15,179.75,173.91,3.25,8.67,0.05,2019-07-29,172.28,-4.16,-1.28,2.64,0.81,-7.36,stop,2.0,
NSE:PVR,A,2019-07-12,8.11,0.59,9.61,2019-07-15,1707.9,1569.23,8.12,12.29,0.06,2019-08-05,1427.24,-16.43,-2.02,4.33,0.53,-18.23,stop,3.0,
NSE:SUVEN,A,2019-07-19,3.8,0.27,6.41,2019-07-22,11.38,10.87,4.48,4.66,0.02,2019-08-05,10.55,-7.29,-1.63,-0.03,-0.01,-10.81,stop,2.0,
NSE:INDIGO,A,2019-07-19,11.56,0.84,15.01,2019-07-22,1474.93,1327.44,10.0,19.29,0.12,2019-10-07,1801.95,22.17,2.11,28.52,2.85,-4.75,blowoff_half,11.0,
NSE:VGUARD,A,2019-07-26,8.47,0.21,12.2,2019-07-29,227.01,210.06,7.47,10.28,0.09,2019-12-23,208.21,-8.28,-1.11,11.25,1.51,-11.46,stop,21.0,
NSE:IPCALAB,A,2019-07-26,4.96,0.46,7.77,2019-07-29,464.02,438.82,5.43,13.14,0.1,2019-10-07,440.69,-5.03,-0.93,5.61,1.03,-9.22,stop,10.0,
NSE:ICICIBANK,B,2019-07-26,3.38,0.34,4.41,2019-08-02,400.32,388.52,2.95,10.11,0.08,2019-08-26,393.65,-1.67,-0.57,3.38,1.15,-6.79,stop,3.4,
NSE:PIDILITIND,A,2019-08-02,5.62,0.21,7.02,2019-08-05,606.97,576.4,5.04,8.69,0.1,2019-11-18,641.21,5.64,1.56,19.58,3.89,-0.69,trail,15.0,
NSE:MUTHOOTFIN,A,2019-08-02,8.04,0.56,9.4,2019-08-05,553.61,510.01,7.88,15.47,0.15,2020-01-13,668.58,20.77,2.32,25.6,3.25,-10.19,blowoff_half,23.0,
NSE:BAJAJHLDNG,A,2019-08-02,7.02,0.22,10.1,2019-08-05,3135.81,2933.64,6.45,10.9,0.12,2019-09-03,2903.09,-7.42,-1.15,1.43,0.22,-7.99,stop,4.1,
NSE:BATAINDIA,A,2019-08-09,9.95,0.73,12.42,2019-08-13,1341.96,1207.76,10.0,15.54,0.14,2019-11-04,1649.76,22.94,2.15,26.85,2.69,-0.69,blowoff_half,11.9,
NSE:DCBBANK,A,2019-08-16,6.27,0.41,7.37,2019-08-19,194.9,183.3,5.95,6.57,0.07,2019-10-07,169.46,-13.05,-2.19,6.53,1.1,-17.37,stop,7.0,
NSE:IGL,A,2019-08-16,6.14,0.86,7.65,2019-08-19,145.7,135.92,6.71,11.91,0.12,2019-11-25,179.68,23.32,2.74,34.26,5.1,-4.42,blowoff_half,14.0,
NSE:SUVEN,B,2019-08-23,9.53,0.86,11.64,2019-08-27,11.87,10.78,9.18,8.56,0.12,2019-12-09,12.95,9.1,1.5,30.99,3.37,-2.9,trail,14.9,
NSE:HEIDELBERG,A,2019-08-30,6.33,0.47,11.16,2019-09-03,152.92,145.2,5.05,11.66,0.14,2019-12-16,142.51,-6.81,-1.35,7.31,1.45,-8.89,stop,14.9,
NSE:OBEROIRLTY,A,2019-08-30,20.77,0.8,27.52,2019-09-03,555.31,499.78,10.0,13.0,0.14,2019-09-09,496.59,-10.57,-1.06,1.92,0.19,-12.67,stop,0.9,
NSE:PETRONET,A,2019-08-30,11.3,0.88,13.14,2019-09-03,197.1,177.39,10.0,17.02,0.19,2020-03-09,173.39,-12.03,-1.2,12.13,1.21,-15.89,stop,26.9,
NSE:SOBHA,A,2019-08-30,12.26,0.79,16.78,2019-09-03,503.71,453.34,10.0,9.64,0.13,2019-10-07,420.46,-16.53,-1.65,4.03,0.4,-19.5,stop,4.9,
NSE:RITES,A,2019-09-06,4.64,0.18,5.99,2019-09-09,83.97,80.42,4.23,8.76,0.13,2019-11-25,106.25,26.53,4.14,42.83,10.13,-0.05,blowoff_half,11.0,
NSE:PNCINFRA,A,2019-09-06,8.39,0.11,10.71,2019-09-09,174.53,162.46,6.92,8.34,0.12,2020-03-02,174.92,0.22,1.02,21.65,3.13,-10.28,trail,25.0,
NSE:RECLTD,B,2019-09-06,8.4,0.58,9.75,2019-09-11,67.07,61.8,7.86,12.55,0.15,2019-09-23,58.89,-12.2,-1.55,1.5,0.19,-17.43,stop,1.7,
NSE:BALRAMCHIN,A,2019-09-13,12.56,0.61,19.08,2019-09-16,135.78,122.21,9.99,12.34,0.14,2020-01-27,168.67,24.22,2.21,36.82,3.68,-1.89,trail,19.0,
NSE:SIEMENS,A,2019-09-13,5.24,0.85,6.17,2019-09-16,700.56,669.9,4.38,11.32,0.13,2019-10-29,923.43,31.81,4.64,39.06,8.93,-0.68,blowoff_half,6.1,
NSE:VBL,A,2019-09-13,8.38,0.14,9.89,2019-09-16,54.73,50.21,8.26,9.36,0.1,2020-02-03,66.35,21.23,2.28,38.78,4.7,-6.01,blowoff_half,20.0,
NSE:GODREJPROP,A,2019-09-13,8.64,0.58,13.64,2019-09-16,948.0,875.3,7.67,15.71,0.17,2019-11-18,907.0,-4.32,-0.56,17.51,2.28,-6.65,wk20,9.0,
NSE:ASIANPAINT,A,2019-09-20,10.11,0.72,14.86,2019-09-23,1597.89,1438.1,10.0,18.75,0.16,2020-09-21,1929.47,20.75,2.04,22.74,2.27,-15.21,time,52.0,
NSE:ICICIGI,B,2019-09-20,10.92,0.69,13.51,2019-09-24,1175.5,1057.95,10.0,18.93,0.18,2020-03-23,872.76,-25.75,-2.58,17.52,1.75,-34.32,stop,25.9,
NSE:PVR,A,2019-09-27,7.75,0.76,10.32,2019-09-30,1821.96,1685.36,7.5,14.94,0.12,2020-03-09,1566.19,-14.04,-1.87,14.25,1.9,-17.47,stop,23.0,
NSE:PGHH,A,2019-09-27,9.06,0.7,10.68,2019-09-30,10938.31,9921.9,9.29,16.64,0.13,2019-11-25,9766.41,-10.71,-1.15,5.14,0.55,-11.11,stop,8.0,
NSE:ATUL,A,2019-09-27,4.96,0.71,5.68,2019-09-30,3958.83,3746.08,5.37,12.88,0.1,2020-02-17,4927.91,24.48,3.28,26.94,5.01,-4.44,blowoff_half,20.0,
NSE:INOXLEISUR,A,2019-09-27,8.04,0.51,12.94,2019-09-30,333.0,309.0,7.21,13.71,0.1,2020-03-02,437.05,31.25,3.17,53.69,7.45,-3.9,trail,22.0,
NSE:BAJAJHLDNG,A,2019-10-04,2.68,0.2,5.01,2019-10-07,3234.64,3135.4,3.07,10.11,0.1,2019-12-09,3060.38,-5.39,-1.76,8.44,2.75,-6.36,stop,9.0,
NSE:NAUKRI,A,2019-10-04,11.9,0.66,16.32,2019-10-07,443.25,398.92,10.0,18.15,0.17,2020-03-02,518.88,17.06,1.85,38.2,3.82,-2.07,trail,21.0,
NSE:CROMPTON,A,2019-10-11,6.34,0.51,9.28,2019-10-14,243.72,228.68,6.17,12.66,0.13,2020-01-13,227.06,-6.84,-1.11,5.08,0.82,-7.85,stop,13.0,
NSE:BHARTIARTL,A,2019-10-11,11.96,0.93,14.31,2019-10-14,367.5,330.75,10.0,18.03,0.16,2020-02-24,518.11,40.98,3.05,47.97,4.8,-15.33,blowoff_half,19.0,
NSE:GSPL,A,2019-10-11,4.96,0.33,6.44,2019-10-14,212.3,201.0,5.32,11.22,0.1,2020-02-24,238.0,12.11,2.14,24.26,4.56,-5.28,trail,19.0,
NSE:GODFRYPHLP,A,2019-10-18,10.49,0.87,12.3,2019-10-22,324.12,291.71,10.0,15.83,0.11,2019-12-09,388.48,19.86,1.99,30.66,3.07,-2.77,blowoff_half,6.9,
NSE:AUBANK,A,2019-10-27,3.87,0.3,6.0,2019-10-29,340.3,328.53,3.46,6.76,0.05,2020-03-16,467.16,37.28,6.39,78.07,22.57,-4.09,trail,19.9,
NSE:SRF,A,2019-10-27,5.55,0.67,8.72,2019-10-29,560.14,527.27,5.87,11.46,0.07,2020-02-24,810.51,44.7,4.81,49.05,8.36,-5.17,blowoff_half,16.9,
NSE:CHOLAFIN,A,2019-11-01,9.29,0.86,11.07,2019-11-04,309.15,278.82,9.81,15.59,0.09,2020-03-09,272.14,-11.97,-1.22,11.16,1.14,-16.36,stop,18.0,
NSE:BEML,A,2019-11-01,10.5,0.58,18.4,2019-11-04,402.03,376.17,6.43,13.22,0.13,2020-02-17,375.89,-6.5,-1.01,6.89,1.07,-8.69,stop,15.0,
NSE:GMMPFAUDLR,A,2019-11-08,5.56,0.54,10.65,2019-11-11,482.49,452.74,6.17,13.75,0.07,2020-02-24,1094.59,126.86,11.29,137.43,22.29,-0.98,blowoff_half,15.0,
NSE:TORNTPOWER,A,2019-11-08,5.5,0.38,9.47,2019-11-11,246.29,232.91,5.43,10.68,0.05,2019-12-09,228.79,-7.11,-1.31,4.41,0.81,-7.87,stop,4.0,
NSE:APLAPOLLO,A,2019-11-22,4.03,0.43,5.52,2019-11-25,154.88,147.22,4.95,12.38,0.05,2020-02-03,196.15,26.65,3.69,41.32,8.35,-2.87,blowoff_half,10.0,
NSE:DABUR,A,2019-11-22,3.28,0.08,5.64,2019-11-25,436.86,422.63,3.26,9.34,0.05,2020-02-17,477.13,9.22,2.42,12.84,3.94,-3.88,blowoff_half,12.0,
NSE:SKFINDIA,A,2019-11-22,2.71,0.28,5.56,2019-11-25,1937.53,1869.14,3.53,10.78,0.05,2020-02-03,1791.01,-7.56,-2.14,6.33,1.79,-7.56,stop,10.0,
NSE:ASTRAL,A,2019-11-29,6.25,0.52,9.5,2019-12-02,625.64,591.66,5.43,10.36,0.05,2020-03-23,497.32,-20.51,-3.78,12.53,2.31,-33.63,stop,16.0,
NSE:UJJIVAN,A,2019-11-29,11.17,0.7,15.37,2019-12-02,345.0,310.5,10.0,12.59,0.04,2020-03-16,252.0,-26.96,-2.7,20.45,2.04,-38.45,stop,15.0,
NSE:BANDHANBNK,A,2019-11-29,8.84,0.76,12.67,2019-12-02,566.67,515.89,8.96,10.84,0.04,2019-12-16,502.41,-11.34,-1.27,1.12,0.12,-16.57,stop,2.0,
NSE:THYROCARE,A,2019-12-06,5.3,0.5,8.24,2019-12-09,167.7,158.08,5.74,12.74,0.08,2019-12-16,156.22,-6.85,-1.19,-0.0,-0.0,-8.32,stop,1.0,
NSE:VAIBHAVGBL,A,2019-12-06,5.51,0.6,8.69,2019-12-09,146.68,138.73,5.42,11.32,0.06,2019-12-16,139.07,-5.19,-0.96,1.98,0.37,-8.13,stop,1.0,
NSE:COFORGE,A,2019-12-13,4.83,0.33,5.52,2019-12-16,275.76,262.9,4.66,9.79,0.05,2020-03-02,316.15,14.65,2.57,38.41,8.24,-1.57,trail,11.0,
NSE:REDINGTON,A,2019-12-13,7.83,0.52,10.7,2019-12-16,47.41,43.75,7.72,15.6,0.09,2020-03-23,29.38,-38.03,-4.93,20.3,2.63,-46.54,stop,14.0,
NSE:HDFCBANK,A,2019-12-20,3.74,0.48,4.59,2019-12-23,605.18,581.51,3.91,10.49,0.03,2020-01-27,575.36,-4.93,-1.26,0.45,0.12,-6.72,stop,5.0,
NSE:HONAUT,A,2019-12-20,4.64,0.54,5.82,2019-12-23,27373.96,26093.45,4.68,10.95,0.03,2020-03-16,30383.83,11.0,2.17,42.44,9.07,-4.86,trail,12.0,
NSE:CGCL,A,2019-12-20,7.4,0.55,11.95,2019-12-23,189.45,175.3,7.47,13.72,0.05,2020-03-23,155.67,-17.83,-2.39,14.54,1.95,-28.79,stop,13.0,
NSE:JSL,A,2019-12-20,4.98,0.33,8.06,2019-12-23,38.5,36.58,4.99,10.16,0.05,2020-02-03,37.76,-1.92,0.81,20.68,4.15,-6.52,trail,6.0,
NSE:SIS,A,2019-12-27,4.69,0.86,5.63,2019-12-30,471.14,448.81,4.74,11.09,0.05,2020-02-03,486.38,3.23,0.68,14.99,3.16,-3.0,blowoff,5.0,
NSE:WELCORP,A,2020-01-03,11.04,0.74,16.88,2020-01-06,129.26,116.33,10.0,12.7,0.05,2020-02-17,188.56,45.88,3.29,56.27,5.63,-3.88,blowoff_half,6.0,
NSE:ATGL,A,2020-01-03,11.72,0.59,20.48,2020-01-06,172.2,154.98,10.0,18.79,0.11,2020-03-02,139.65,-18.9,-1.89,12.43,1.24,-27.57,stop,8.0,
NSE:SHREECEM,A,2020-01-10,11.8,0.79,13.69,2020-01-13,22695.4,20425.86,10.0,16.9,0.1,2020-03-23,16766.0,-26.13,-2.61,8.96,0.9,-30.64,stop,10.0,
NSE:UNOMINDA,A,2020-01-10,10.85,0.55,17.51,2020-01-13,194.18,174.77,10.0,16.63,0.11,2020-03-09,169.33,-12.8,-1.28,7.55,0.76,-15.83,stop,8.0,
